date,askingPrice,revenueMultiple,listingHeadline,listingType,totalRevenueAnnual,totalProfitAnnual,totalGrowthAnnual,location,dateFounded,about,revenue,customers,keywords,annualProfit,growthAnnual,techStack,businessModel,competitors,weeklyViews
2022-01-27,1000000,4.1,"NoCode platform for automating data workflows and creating dashboards with $246,000 in TTM revenue",premium,246000,86000,14,France,2014-09-01,"Profitable SaaS with $246,000 in TTM revenue and $86,000 in TTM profit that lets the user create dashboards and data workflows. Usual computed KPIs are LTVs, customers segmentation, average customers ages per product. But it is also used on many other types of data (e.g. IoT, eLearning, SaaS activity metrics, supply chain).

âœ… $246,000 in TTM revenue
âœ… $86,000 in TTM profit
âœ… $28,980 in revenue last month
âœ… $15,282 in profit last month
âœ… Competitors: PowerBI, Looker, Tableau

All these steps are done in No code. A typical project is to plug SQL tables and to create dashboards to share within a team. Dashboards can also be embedded into another application in a transparent way.

For custom needs, the user can use Low-code features. For example, the user can run Python code to integrate its own data preparation steps (e.g. import custom XML files from an FTP,  use the Pandas library to manipulate its data). It's also possible, especially for embedded analytics, to create custom dynamic widgets in HTML/CSS.",206000,10-100,"data, dashboards, lowcode",86000,14,"AWS, Docker, ReactJS, Python,Buildkite, Cypress",SaaS,"['PowerBI', 'Looker', 'Tableau']",11
2022-01-21,35000000,5.4,Service for online stores to manage collaborations with other vendors,platinum,6470000,1400000,,,2005-01-01,"SELLER FINANCING AVAILABLE. Profitable SaaS with $4,200,000 in ARR and $1,400,000 in TTM profit that adds virtual aisles to the user's store and monetizes the existing customers base with other non-competing products and services. 
P&G and Kraft added as clients 2021. $35,000 LTV per B2B Client store. 

We also develop strategic partnerships with local, national and international businesses to offer services and products that the cardholders would be interested in.

âœ… SELLER FINANCING AVAILABLE 
âœ… P&G and Kraft added as clients 2021
âœ… 287% Growth (B2B Clients since Aug 2020)
âœ… 800  to 2300 B2B Client Stores (since Aug 2020)
âœ… $35,000 LTV - B2B Clients
âœ… Low Churn - (2020: -60 +1500)
âœ… $7,070,000 in TTM revenue
âœ… $1,400,000 in TTM profit
âœ… $485,000 in revenue last month
âœ… $111,600 in profit last month
âœ… Competitors: Loyalty1

(Numbers updated 1-27-2021 from 4 rev centers)",3800000,10-100,"Ecommerce, ecom, b2b, b2c, saas, mobile app, app, lending",1400000,0,"AWS, React.JS, PHP, MYSQL, PostgreSQL","SaaS, B2B, B2B2C, eCommerce",['Loyalty1'],34
2022-01-07,70000000,13.5,Scholarships platform for students to simplify the application process,platinum,5170000,635000,,,2015-01-01,"Profitable SaaS with $5,000,000 in ARR and $635,000 in TTM profit that provides vetted scholarships so students can focus on their education. Millions of students have used our one-stop platform with AI-powered strategy tools to boost chances and streamline their application process. Thereby, freeing up their time and energy to focus on scholarships they are most likely to earn.

âœ… $5,170,000 in TTM revenue
âœ… $635,000 in TTM profit
âœ… $440,000 in revenue last month
âœ… $77,000 in profit last month
âœ… Competitors: Shared privately",5000000,more than 100000,"Students, Education, SaaS, EdTech",635000,0,"GCP, NodeJS, Kubernetes, PHP, Googlecloud, TensorFlow",SaaS + B2B revenue,['Shared privately'],41
2022-01-02,1910000,7,Salesforce app for users to encourage accountability and data integrity,platinum,272000,218000,,,2019-01-01,"Profitable SaaS with $214,000 in ARR and $218,000 in TTM SDE that provides an application for enterprise sales teams using Salesforce. This platform easily gives every sales team member the right level of visibility to encourage accountability and pipeline data integrity.

âœ… $272,000 in TTM revenue
âœ… $218,000 in TTM SDE
âœ… $23,000 in revenue last month
âœ… $19,000 in SDE last month
âœ… Competitors: Aviso, Clari, Insight Squared",214000,10-100,"Salesforce, Sales, Opportunities, Pipeline, Forecasting, CRM, AppExchange",218000,0,Salesforce,"SaaS, subscription based on number of sales reps","['DIY: spreadsheets and custom dashboards', 'Aviso', 'Clari', 'Insight Squared']",6
2021-12-30,1800000,3.6,Tool for B2B businesses to identify the people & companies using a site,platinum,500000,30000,23,Canada,2018-04-01,"Profitable and growing SaaS with $500,000 in ARR and $30,000 in TTM profit that allows B2B businesses to identify the anonymous companies that are visiting their website. Approximately 2,000 brands across the globe use our data to help grow their business. 

âœ… $500,000 in ARR
âœ… $530,000 in TTM revenue
âœ… $30,000 in TTM profit
âœ… $40,000 in revenue last month
âœ… Tech: React, Ruby on Rails, AWS
âœ… Competitors: Lead Forensics, Leadfeeder, Lead Lander

This platform is growing >26% per year. We'll have a stronger growth rate and profitability this year. Note that Founder's salary is currently included in expenses. Will profit >$200,000 over next 12 months.",500000,1000-10000,"Lead generation, B2B Sales, B2B Marketing",30000,23,"ReactJS, Rubyrails, AWS",SaaS,"['Lead Forensics', 'Leadfeeder', 'Lead Lander']",7
2021-12-15,1350000,5.3,"Unlimited NGA-based web hosting for reliable and bespoke servers with $255,000 in TTM revenue",platinum,255000,163000,,,2016-01-01,"Profitable SaaS with $260,000 in ARR and $255,000 in TTM revenue that offers fast and unlimited Nigerian-based web hosting, VPS, dedicated, reseller hosting, and bespoke hosting. This platform currently has about 12,000 active clients.

âœ… $255,000 in TTM revenue
âœ… $163,000 in TTM profit
âœ… $20,470 in revenue last month
âœ… $12,600 in profit last month
âœ… Competitors: GoDaddy,  Bluehost, HostGator, WhoGoHost",260000,10000-100000,"Cloud hosting, web hosting, SaaS",163000,0," Googlecloud, WHM, ReactJS","Services, SaaS, Domain sales, Cloud hosting sales ","['GoDaddy', 'Bluehost', 'HostGator', 'WhoGoHost']",6
2021-12-09,1550000,2.6,"Conversion-focused theme for Shopify users to increase sales with $590,000 in TTM revenue",platinum,590000,173000,,,2016-11-01,"Profitable Shopify theme business with $500,000 in ARR and $590,000 in TTM revenue that offers a conversion-optimized theme with integrated apps saving thousands of dollars per year on app fees to the customer. The business runs on a yearly license and a lifetime pricing model, giving it the benefits of recurring revenue and higher sales ticket.

âœ… $590,000 in TTM revenue
âœ… $173,000 in TTM profit
âœ… $67,835 in revenue last month
âœ… $34,895 in profit last month
âœ… Competitors: Out of the SandBox, Pixel Union, Debutify

The business gets over 50% of its sales organically and the other 50% is a mix of profitable paid advertising and partnerships.",0,10000-100000,"Shopify, Shopify SaaS, Reccuring, ARR, Theme business, Shopify theme, Shopify apps,",173000,0,Liquid,"SaaS, Yearly Recurring and Lifetime License","['Out of the SandBox', 'Pixel Union', 'Debutify']",3
2021-12-05,30000000,11.2,"Platform for providers & payers during healthcare transitions with $2,679,000 in TTM revenue",platinum,2679000,606000,,,2012-01-01,"Profitable SaaS with $2,679,000 in TTM revenue and $606,000 in TTM profit that improves patient outcomes by connecting providers, partners, and payers in a seamless digital platform that transforms healthcare for good and improves outcomes for all.

âœ… $2,679,000 in TTM revenue
âœ… $606,000 in TTM profit
âœ… $170,000 in revenue last month
âœ… $86,000 in profit last month
âœ… Competitors: naviHealth, Careport",2600000,10-100,"digital health, enterprise SaaS",606000,0,"Rubyrails,ReactJS",Enterprise SaaS,"['naviHealth', 'Careport']",17
2021-12-05,40000000,5.9,Do more.,platinum,6800000,3000000,,United States,2015-01-01,"Profitable SaaS with $6,800,000 in TTM revenue and $3,000,000 in TTM profit in the screen sharing and Remote Desktop space.

âœ… $6,800,000 in TTM revenue
âœ… $3,000,000 in TTM profit
âœ… $588,000 in revenue last month
âœ… $250,000 in profit last month
âœ… Competitors: TeamViewer, LogMeIn",6800000,more than 100000,"Remote Desktop, screen sharing",3000000,0,"Digitalocean, C++, Swift",SaaS,"['TeamViewer, LogMeIn']",331
2021-11-28,15000000,11.2,"Build beautiful, engaging digital learning experiences in minutes.",platinum,1341967,1181226,,,2015-03-01,"SaaS company with $1,500,000 in ARR and $1,341,967  in TTM revenue that helps creators design and scales interactive learning experiences for more effective outcomes via our mobile-first authoring platform. A curated course library and marketplace are also available along with a selection of templates to enable turnkey course and content creation.

âœ… $1,341,967 in TTM revenue
âœ… $120,701 in revenue last month
âœ… $112,404 in gross margin last month
âœ… Competitors: Kajabi, Thinkific, Axonify",1500000,100-1000,"mobile first, edtech, authoring tool, SaaS",1181226,0,AWS,SaaS,"['Kajabi', 'Thinkific', 'Axonify']",19
2021-11-28,1500000,6,Saas Sales Enablement tool with corporate clients. $200k+ ARR. Est. 2016. Clean cap table.,platinum,250000,200000,20,United States,2016-04-01,"$200,000+ in ARR. Solution helps marketing & sales field teams, medical affairs, and other groups to deliver and present marketing content, online and offline. 25+ paying corporate clients, incl. Syngenta, Bombardier, Medstrom, Gojo, Lennar, Dompe, Yara and much more. Very low churn, stable long-term contracts. 

Competitors: Showpad, Veelo, Vablet, Mediafly",200000,10-100,"Sales enablement, content, Microsoft 365, Sharepoint, SaaS",200000,20,"Heroku, RoR, Swift, Kotlin","SaaS, per seat pricing","['Showpad', 'Veelo', 'Vablet', 'Mediafly']",6
2021-11-25,1044000,8.4,"Scores and tools for finding the best deals for UK property investors with $125,000 in TTM revenue",premium,125000,75000,,United Kingdom,2019-06-01,"Profitable SaaS with $125,000 in TTM revenue and $75,000 in TTM profit that gives real estate property investors in the UK the tools to find the best deals. We calculate the scores for every property on the market, ahead of time - BMV, ROI, etc, which allows investors to find and analyze the best deals immediately.

âœ… $125,000 in TTM revenue
âœ… $75,000 in TTM profit
âœ… $14,500 in revenue last month
âœ… $8,700 in profit last month
âœ… Competitors: PropertyData

Note: all numbers on screenshots from Stripe are in Â£GBP, please adjust to USD.",155700,100-1000,proptech saas uk stripe,75000,0,"ReactJS, JavaScript, NodeJS, Googlecloud,MySQL, Elastic Search, Firebase",SaaS,['PropertyData'],0
2021-11-24,2500000,4.5,"FRA tool for doctors, practices, and hospitals to send & collect patient reviews",platinum,550000,15000,120,France,2019-05-01,"Profitable SaaS with $360,000 in TTM revenue and $100,000 in TTM profit that helps doctors, medical practices, clinics, and hospitals improve and pilot their reputation. With the software, the customers are able to send surveys to their patients, gather and collaborate on the patients' feedback, and ask patients to write public reviews. 

âœ… $360,000 in TTM revenue
âœ… $100,000 in TTM profit
âœ… $58,000 in revenue last month
âœ… $14,000 in profit last month
âœ… Competitors: DoConnect

We are based in France, we are the leader in France for doctors' online reputation.",600000,100-1000,"Medical, Software, Online reputation, Patient's feedback, SaaS",15000,120,"Rubyrails, GCP, Vuejs, PosgreSQL",Installation fee + annual subscription,['DoConnect'],5
2021-11-13,2000000,6.7,"Tool that turns Facebook Group members into leads for marketing teams with $296,300 in TTM revenue",platinum,296330,284330,,,2019-02-01,"Profitable SaaS with $296,330 in TTM revenue and $284,330 in TTM profit that helps and instantly converts new Facebook group members into leads and paying customers to an email marketing software.

âœ… $296,330 in TTM revenue
âœ… $284,330 in TTM profit
âœ… $27,522 in revenue last month
âœ… $26,000 in profit last month
âœ… Competitors: Group Convert",415200,1000-10000,"Facebook, Facebook groups, Chrome extension, Messenger, Chrome plugin, plugins",284330,0,"HTML, CSS, Javascript, PHP",SaaS,['Group Convert'],9
2021-11-11,1600000,7.7,,premium,209000,178000,,,2015-03-01,"Profitable SaaS with $210,000 in ARR and $209,000 in TTM revenue that records high-fidelity audio, edit podcast in record time and publish the podcast with the click of a button. This customer-facing podcast is an absolutely fantastic product.

âœ… $210,000 in ARR (ðŸ“ˆ up 15.6% over previous 12 months)
âœ… $209,000 in TTM revenue
âœ… $178,000 in TTM profit
âœ… $16,000 in revenue last month
âœ… $13,600 in profit last month
âœ… 5.1% churn (down 15.4% over previous 12 months)
âœ… 11% trial-to-paid conversion rate (19% for users who try the product)
âœ… $213 CLV (ðŸ“ˆ up 8.5% over previous 12 months)
âœ… Competitors: Anchor, Libsyn, Google Hangouts, Skype",210000,1000-10000,saas,178000,0,"Heroku, AWS, OpenStack, NodeJS, WebRTC","SaaS, recurring monthly subscriptions","['Anchor', 'Libsyn', 'Google Hangouts', 'Skype']",4
2021-11-01,12000000,4.8,Entity Enrichment API for software developers in Enterprises.,platinum,2500000,1700000,300,United States,2020-04-01,"Profitable SaaS with $2,500,000+ in ARR with 60+% profit margin, growing at 300%/year. 2.5M TTM revenue. We are an Entity Enrichment API service for Software Engineers.

âœ… $2.5M in TTM (Jan 2023)
âœ… $160,946.32 in revenue last month (Jan 2023)
âœ… On track to hit $$200,000 in revenue this month (Feb 2023)
âœ… $109760.17 in profit last month (Jan 2023)
âœ… Competitors: Refinitiv, Pitchbook, D&B",2500000,1000-10000,"Data, Big data, Dev tools, API, SaaS",1700000,300,"Python, CockroachDB",API SaaS. We have Subscription and PAYG plans.,"['Refinitiv', 'Diffbot', 'Pitchbook', 'D&B']",21
2021-10-26,1900000,4.8,Software for the content production industry.,platinum,400000,40000,,United States,2014-06-01,"Profitable SaaS with $420,000 in TTM revenue and $40,000 in TTM profit that offers solutions for the entertainment production industry via our national and regionally focused brands. The company has developed solutions for hiring and managing cast and crew. It has also developed solutions like film festival management, coaching, and more.

âœ… $420,000 in TTM revenue
âœ… $40,000 in TTM profit
âœ… $36,000 in revenue last month
âœ… $4,000 in profit last month
âœ… Competitors: Casting Networks",420000,1000-10000,"Casting, Talent, Crew, Production, SaaS",40000,0,PHP,"Regionally-focussed websites that help the entertainment industry find cast, crew, locations and other aspects of production.  We provide our software for free to the production professionals and charge a nominal monthly subscription to actors, crew and others looking to offer their goods or services to the production professionals. ",['Casting Networks'],2
2021-10-14,1900000,7.2,"Software engineer & coding education platform for kids ages 8 - 18 with $400,000 in TTM revenue",platinum,265000,0,,,2014-08-01,"SaaS with $265,000 in ARR and $265,000 in TTM revenue that is an educational platform for kids mostly ages 8-15 to learn coding. This platform has 400+ hours of content, project library, and a curriculum that has all the essentials of being a good software engineer.

âœ… $265,000 in TTM revenue
âœ… $30,000 in revenue last month
âœ… Founded in 2014
âœ… Tech: Django & Vue
âœ… Competitors: Juni Learning, Byjus Future School, ID Tech",265000,100-1000,"coding, kids, education",0,0,"Python,Vuejs",SaaS,"['Juni Learning', 'Byjus Future School', 'ID Tech']",3
2021-09-27,2500000,3.7,"Management and organization virtual sidekick for photographers with $640,00 in TTM revenue",platinum,681794,64000,20,United States,2015-03-01,"Profitable SaaS with $640,000 in ARR that offers creatives a simple way to manage businesses for photographers with features such as online booking and scheduling, automated workflows, contract management, invoicing, scouting location management, questionnaires, and more for a photography business.

âœ… $679,379 in TTM revenue
âœ… $64,000 in TTM profit
âœ… $54,000 in revenue last month
âœ… $4,000 in profit last month
âœ… Competitors: Honeybook, Dubsado, 17Hats",612000,1000-10000,"SaaS, Creative business",64000,20,Rubyrails ReactJS,SaaS,"['Honeybook', 'Dubsado', '17Hats']",4
2021-09-10,9000000,1.8,"Omnichannel communication platform for the LATAM market with ARR +$2,500,000. Official Whatsapp BSPs",platinum,5000002,100000,100,Mexico,2015-09-01,"Profitable SaaS with +$2,500,000 in ARR with a +100% YoY growth that is a do-it-yourself omnichannel for chatbots and messaging experiences in Latam and Europe allowing eCommerce, Finance, Insurance, and CPGâ€™s to launch quickly and deliver customer personalization thanks to its no-code infrastructure. Official Whatsapp Business Solution Provider (BSP) and Messenger API Partners for Instagram

âœ… +$2,500,000 in ARR
âœ… +$200,000 in MRR November 2022
âœ… Tech: Java/Python
âœ… Raised $1,500,000 in equity + $500k venture debt
âœ… Competitors: Yalo, Aivo, Landbot, Botmaker, Take, ",2500000,100-1000,"SaaS, Conversational Commerce, Conversational AI, Whatsapp BSP, Outbound Messaging, Chatbots, Voicebots",100000,100,AWS,SaaS,"['Yalo ', 'Aivo', 'Landbot']",18
2021-09-06,7500000,3.7,KYC & Identity Validation API,platinum,2047125,921206,50,Mexico,2017-06-01,"Profitable SaaS with $2,047,125 in TTM revenue and $921,206 in TTM profit that helps customers to automate their KYC and identity validations processes (usually on boardings) through a defined but growing API of REST services. 

âœ… $2,047,125 in TTM revenue
âœ… $921,206 in TTM profit
âœ… $170,593 in revenue last month
âœ… $76,766 in profit last month
âœ… Competitors: Mati, Jumio, Incode, Tu identidad",1500000,100-1000,"Identity Check, KYC, API, RPA, Fintech, RegTech, SaaS, SDK",921206,50,AWS ,"API Calls. 
50 USD for 1,000 Calls. 
125 USD for 5,000 Calls. 
500 USD for 25,000 Calls. 
3,250 USD for 200,000 Calls. 
Personalize packages for more calls. ","['Incode', 'Jumio', 'Metamap', 'Veriff']",19
2021-08-31,4000000,8,,platinum,500000,350000,,,1991-07-01,"Profitable SaaS with $500,000 in ARR and TTM revenue that provides cloud-based software and consulting services to assist our clients in optimizing and expediting their manufacturing supply chains.

âœ… $500,000 in TTM revenue
âœ… $350,000 in TTM profit
âœ… $280,000 in revenue last month
âœ… $250,000 in profit last month
âœ… Tech: Azure

We also provide strategic assistance by creating virtual representations of their future facilities to help manage risk and maximize return on assets and stakeholder equity. Our clients state that they have saved millions of dollars from a single use of our software tools and methodologies.",500000,10-100,"Modeling, simulation, cost of ownership, COO, TCO, productivity, cycle time, capacity planning, cost reduction, manufacturing",350000,0,Azure,SaaS,['Engineers with a copy of Excel'],6
2021-08-25,1000000,4,"MTD Excel-bridging platform for VAT tax filing in the United Kingdom with $250,000 in TTM revenue",platinum,250000,225000,,,2019-01-01,"Profitable SaaS with $230,000 and $250,000 in TTM revenue that offers HMRC-recognised MTD excel to enable compliant VAT filings from a spreadsheet. The solution has been designed for companies that wish to minimize change from the current process and avoid the need for a costly system upgrade.

âœ… $250,000 in TTM revenue
âœ… $225,000 in TTM profit
âœ… $20,000 in revenue last month
âœ… $18,000 in profit last month
âœ… Competitors: Thomson Reuters, Avalara, Quickbooks",230000,1000-10000,"SaaS, Tax, Profitable",225000,0,"Python, AWS",SaaS,"['Thomson Reuters', 'Avalara', 'Quickbooks']",1
2021-08-24,3600000,6,"Robust project management platform for the FR market with $600,000 in TTM revenue",platinum,600000,12000,,France,2012-01-01,"Profitable SaaS with $600,000 in ARR and TTM revenue that allows managing key projects faster and more efficiently. Create the success conditions for your strategic projects with a digital path. 

âœ… $600,000 in TTM revenue
âœ… $12,000 in TTM profit
âœ… $75,000 in revenue last month
âœ… $4,000 in profit last month
âœ… Competitors: On strategy, Vianeo, Canvizer",600000,10-100,"Innovation, Strategy, Portfolio management, Canvas, Ideation platform, SaaS",12000,0,IPLINE,SaaS,"['ON STRATEGY', 'VIANEO', 'CANVIZER', 'PLANISWARE', 'HYPE']",2
2021-08-13,10000000,6,,platinum,1663000,0,,,2018-01-01,"SaaS workforce management platform with $1,650,000 in ARR and $1,663,000 in TTM revenue that is an all-in-one mobile solution that offers everything you need to manage your venue operations. This platform seeks to improve the management of your workers to make their operational processes more efficient.

âœ… $1,663,000 in TTM revenue
âœ… $250,000 in TTM profit
âœ… $191,000 in revenue last month
âœ… $30,000 in profit last month
âœ… Competitors: Workframe

100% bootstrapped and working with a dozen of flagship clients in Latin America.",1650000,10-100,"Excellence, Operations, Efficiency ",0,0,"Java, BigTable, GCP",SaaS,['Workframe '],6
2021-08-03,4600000,4.7,"Omnichannel communication platform for businesses with $980,000 in TTM revenue",platinum,980096,695868,,United States,2019-03-01,"Profitable SaaS helpdesk apps with $960,000 in ARR and $980,096 in TTM revenue that connects clients and businesses from anywhere. It allows you to connect Zendesk, Freshdesk, Livechat to Instagram, WhatsApp, Viber, Facebook, Telegram account where you can receive direct messages and reply to clients in real-time with the platform

âœ… $980,096 in TTM revenue
âœ… $695,868 in TTM profit
âœ… $81,470 in revenue last month
âœ… $57,843 in profit last month
âœ… Raised $361,000 in funding
âœ… Competitors: Twilio, Pythia, BotXO",960000,1000-10000,"""instagram zendesk integration"", ""SaaS helpdesk"", SaaS",695868,0,"ReactJS, Vuejs, PHP,Golang, Python, Keras, TensorFlow
ElasticSearch, Docker,Kubernetes, ASW

",SaaS,"['Twilio', 'Pythia', 'BotXO', 'Ongair']",11
2021-08-03,1000000,2.9,"B2C hosting provider specialized in multiplayer gaming with $350,000 in TTM revenue",platinum,350000,235000,,United Kingdom,2017-01-01,"SaaS server hosting company with $350,000 in ARR and TTM revenue that specializes in providing B2C hosting for multiplayer games. From the UK to Australia, we provide hosting for over 50 games across four continents. Low pings are in our blood, along with state-of-the-art hardware and unrivaled customer service.

âœ… $350,000 in TTM revenue
âœ… $235,000 in TTM profit
âœ… $28,500 in revenue last month
âœ… $13,500 in profit last month
âœ… Competitors: G-Portal, Nitrado, GTX Gaming",350000,1000-10000,"Game servers, Server hosting, Video games, Gaming industry, eSports",235000,0,"TCAdmin, WHMCS, NodeJS, Vuejs, AWS",SaaS,"['G-Portal', 'Nitrado', 'GTX Gaming', 'Survival Servers', 'Gameservers.com', 'Nitrous Networks']",16
2021-07-22,1990000,8.3,"No-code membership engagement tool leveraging newsletters with $240,000 in TTM revenue",premium,240000,144000,100,United States,2016-06-01,"Profitable SaaS community engagement platform with $240,000 in TTM revenue and $144,000 in TTM profit that builds, grows, and monetizes your audience through memberships, newsletters, and other digital tools. No coding is required. All-in-one platform to grow your audience.
 
âœ… $240,000 in TTM revenue
âœ… $144,000 in TTM profit
âœ… $20,000 in revenue last month
âœ… $12,000 in profit last month
âœ… Raised $200,000 in funding
âœ… Competitors: Glueup, Hivebrite, Kajabi, Graduway
",240000,100-1000,"creator economy, all-in-one, community management, membership management",144000,100,"Azure, AWS, ElasticSearch, Redis, .NET",SaaS,"['Glueup', 'Hivebrite', 'Kajabi', 'Graduway']",7
2021-07-09,1250000,5.5,"Chrome ext. that allows global users to watch BBC iPlayer, ITV, 40D, Ch. 4",premium,228114,197773,11.18421283,Estonia,2017-03-01,"Profitable SaaS chrome extension  that will allow you to watch BBC iPlayer, 40D - Channel 4, and ITV Player abroad. This extension will bypass when you receive the ""BBC iPlayer only works in the UK. Sorry, itâ€™s due to rights issues."" error.

61% Growth Rate!

âœ… $228 K in TTM revenue
âœ… $198 K in TTM profit
âœ… $21 K in revenue last month
âœ… $19 K in profit last month
âœ… Competitors: Hola Unblocker, ZenMate, Wachee
",191725.08,1000-10000,"saas, vpn",197773,11.18421283,"Squid, ReactJS",SaaS,"['Hola Unblocker', 'ZenMate', 'Wachee']",4
2021-06-29,1000000,1.4,,platinum,700000,150000,,Switzerland,2019-05-01,"Profitable SaaS with $700,000 in TTM revenue and $150,000 in TTM profit that makes farming financially viable by helping farmers manage the volatility that is inherent to the industry. Our customers, some of the largest (re-)insurers in the world, help those farmers manage this volatility by insuring them against agricultural risks. 

âœ… $700,000 in TTM revenue
âœ… $150,000 in TTM profit
âœ… $60,000 in revenue last month
âœ… $20,000 in profit last month
âœ… Competitors: AgriTAsk

We collect high-quality yield/claims data which is essential to providing crop insurance products. Then, we correlate this data with signals obtained from satellite imagery, free and open data from the Copernicus Program (European Union).",700000,10-100,"agtech, insuretech, AI, SaaS",150000,0,"React, Firebase, AWS, Python",SaaS,['AgriTAsk'],7
2021-06-24,1500000,12.5,,premium,120000,80700,,,2020-10-01,"B2B SaaS with $100,000 in ARR that is an onsite customer engagement and messaging platform for SMEs. Fuel your offline and online business conversations. Engage customers via call, sms, email, whatsapp etc.

âœ… $100,000 in ARR
âœ… $120,000 in revenue last month
âœ… $80,700 in profit last month
âœ… Competitors: Chirply, Openphone, Snapcall

When did you launch the business?
10/02/2020

What is annual recurring revenue?
$100,000

Who are your top 3 competitors?
Chirply, Openphone, Snapcall

What was total revenue last month?
$120,000

What was total profit last month?
$80,700

How many customers do you have?
1124

What technology stack is this product built on?
NodeJS

What's your asking price?
$1,500,000 (Negotiable)",100000,1000-10000,saas,80700,0,NodeJS,Pay as you use model. pricing is based on usage,"['Chirply', 'Openphone', 'Snapcall']",5
2021-06-24,1000000,7.1,,premium,140000,70000,,,2000-09-01,"Database migration and synchronization software for converting and replicating data between Oracle, MySQL, SQL Server, PostgreSQL, Google Cloud SQL, Azure SQL, and more.

âœ… $140,000 in TTM revenue
âœ… $70000 in TTM profit
âœ… $11666 in revenue last month
âœ… $5,833 in profit last month
âœ… Competitors: Full Convert, MSSQL-MySQL Sync ",140000,10000-100000,"database conversion, database migration, database synchronization",70000,0,Django,eCommerce,"['Full Convert', 'MSSQL-MySQL Sync']",4
2021-06-24,1500000,3.3,,platinum,450000,30000,,,2017-12-01,"Medical Learning App for Doctors and Hidoc Offers provides its users with essential Local Medical Offers with $650,000/ARR.

âœ… $450,000 in TTM revenue
âœ… $30,000 in TTM profit
âœ… $100,000 in revenue last month
âœ… $30,000 in profit last month
âœ… Competitors: Curofy, Doxplexus

~Special Mention in Aatmanirbhar Bharat Scheme by Government of India
~Featured as Top 20 Digital Health Companies in India by CIO Review
~Selected as Most Promising Startup in Silicon India Magazine
~Selected as Top 10 Startups in Pune in Swyn & Lyft Magazine
~#1 Medical Learning App by AI Global Magazine & Google Play Store 

What was your last 12-month's revenue? (Trailing 12 Months)
$450,000

What was your last 12-month's profit? (Trailing 12 Months)
$30,000

Who are your top 3 competitors?
Curofy, Doxplexus

What technology stack is this product built on?
SWIFT, JAVA, PHP, PYTHON

Do you have a financial summary or P&L?
Yes",650000,100-1000,"hidoc, app, website, doctor, healthcare, marketing, digital marketing, covid, pharmaceuticals, ai, articial intelligence, machine learning",30000,0,"Swift, Java, PHP, Python","Advertising & Subscription, We charge on CPM basis for Ads & Annual Subscriptions","['Curofy', 'Doxplexus']",10
2021-06-24,1000000,4.5,,premium,220000,12000,,,2015-01-01,"Profitable SaaS with $220k/ARR for dry cleaning business owners to manage their entire business and increase revenue.

âœ… $220,000 in TTM revenue
âœ… $12,000 in TTM profit
âœ… $18.330 in revenue last month
âœ… $1,000 in profit last month
âœ… Competitors: Spotpos, Darkpos, Cleancloudapp

Over last decade almost all the industries have gone through change and have kind of overhauled themselves but its not same for laundry and dry cleaning industry. The industry is still dependent on manual processes with no standardization of operations and prone to pilferages, inefficient operations, tedious tasks in garment tracking and accounting makes it mundane, poor customer experience, and above all lack of availability of right information forces stakeholders to make business decisions based on gut rather than facts.

We help business add value by providing following

1) Retain existing customers- customized service to clients leads to stickiness
2) Increase business from existing customers - pre-paid packages
3) Add new customers through referrals and stand out professional service
4) Expand - remote control leading to scalability
5) Achieve healthy work-life balance

What is annual recurring revenue?
USD 220,000

What was total revenue for 2019?
USD 261,000

What was total profit for 2019?
USD 12,000

How many customers do you have?
As on 31st August 2020, we have 715 paying subscribers

Do you have a way of verifying revenue?
Yes, we do main proper accounts using a system (Zoho books and Zoho subscriptions). Our financial acconting is properly audited every year.

Do you have a financial summary or P&L? Ideally one that includes at least revenue, operating profit, and net income after tax.
Yes",220000,100-1000,"laundry software india, laundry billing software, software for laundry business, laundry tagging system, laundry business software, laundry software, dry cleaning software, laundry software solutions, laundry tagging system",12000,0,"MYSQL,.Net, Ajax, Bootstrap, JQuery,ReactJS",Yearly & monthly subscription. We have various plans based on customer persona and workflows. For example a business with only one outlet and serving only walk in customers will pay less than the business that has multiple outlets and offers doorstep pick up and deliveries.,"['https://www.spotpos.com/', 'https://darkpos.com/', 'https: //cleancloudapp.com/']",6
2021-06-24,5000000,7.7,,platinum,650000,0,,,2014-07-01,"B2B software company with $550k/ARR that empowers the global food supply chain to adapt to climate change with renewable energy and water intelligence.

âœ… $550,000 in ARR
âœ… $30-50k in avg monthly revenue
âœ… Competitors: AgMonitor

What was total revenue for 2021?
~$650,000

How many customers do you have?
30

How many customer emails do you have?
Thousands

How would you grow it if you stayed within the business?
Expand into other US states & internationally, expand renewable energy offering

What technology stack is this product built on?
AWS, PostgreSQL, ReactJS, Ruby, JavaScript, HTML, CSS

Do you have a financial summary or P&L?
Yes",530000,10-100,"agtech, cleantech, renewable energy",0,0,"AWS, PostgreSQL, ReactJS, Ruby, JavaScript, HTML, CSS","3 SaaS packages: Starter, Professional, Enterprise
Per meter, per month subscription plans","['AgMonitor', 'Consultants']",9
